Date,Open,High,Low,Close,Adj Close,Volume
2022-03-29,35114.3515625,35372.26171875,35030.0703125,35294.19140625,35294.19140625,355050000
2022-03-30,35273.62890625,35361.359375,35058.578125,35228.80859375,35228.80859375,317320000
2022-03-31,35201.51953125,35201.51953125,34677.98828125,34678.3515625,34678.3515625,433400000
2022-04-01,34740.890625,34847.91015625,34538.25,34818.26953125,34818.26953125,340400000
2022-04-04,34799.98046875,34940.78125,34615.37890625,34921.87890625,34921.87890625,316570000
2022-04-05,34876.328125,35112.2109375,34566.0390625,34641.1796875,34641.1796875,304010000
2022-04-06,34520.33984375,34609.83984375,34277.171875,34496.51171875,34496.51171875,386250000
2022-04-07,34439.23828125,34705.828125,34190.94921875,34583.5703125,34583.5703125,319870000
2022-04-08,34569.23828125,34908.4609375,34470.19140625,34721.12109375,34721.12109375,301750000
2022-04-11,34630.26953125,34701.33984375,34272.2890625,34308.078125,34308.078125,333290000
2022-04-12,34412.51171875,34669.96875,34102.80859375,34220.359375,34220.359375,333510000
2022-04-13,34166.640625,34598.359375,34140.640625,34564.58984375,34564.58984375,313630000
2022-04-14,34628.4609375,34889.171875,34437.5,34451.23046875,34451.23046875,353680000
2022-04-18,34411.48828125,34618.2890625,34279.078125,34411.69140625,34411.69140625,264110000
2022-04-19,34394.62109375,34983.109375,34394.62109375,34911.19921875,34911.19921875,296350000
2022-04-20,34962.671875,35315.3984375,34962.671875,35160.7890625,35160.7890625,337620000
2022-04-21,35258.80078125,35492.21875,34723.8203125,34792.76171875,34792.76171875,366390000
2022-04-22,34727.37890625,34727.37890625,33773.390625,33811.3984375,33811.3984375,373280000
2022-04-25,33731.6484375,34106.01171875,33323.37109375,34049.4609375,34049.4609375,416900000
2022-04-26,33907.48828125,33909.51171875,33230.94921875,33240.1796875,33240.1796875,400020000
2022-04-27,33450.921875,33697.1796875,33108.890625,33301.9296875,33301.9296875,447230000
2022-04-28,33425.9609375,34054.7890625,33248.4609375,33916.390625,33916.390625,440380000
2022-04-29,33787.01171875,33919.58984375,32913.1484375,32977.2109375,32977.2109375,501560000
2022-05-02,32978.48828125,33224.94921875,32449.869140625,33061.5,33061.5,453390000
2022-05-03,33086.08984375,33341.578125,32914.75,33128.7890625,33128.7890625,364420000
2022-05-04,33171.80078125,34117.73828125,33021.83984375,34061.05859375,34061.05859375,411060000
2022-05-05,33854.171875,33854.171875,32685.099609375,32997.96875,32997.96875,448420000
2022-05-06,32773.87890625,33055.83984375,32474.689453125,32899.37109375,32899.37109375,416520000
2022-05-09,32685.169921875,32685.169921875,32121.98046875,32245.69921875,32245.69921875,470770000
2022-05-10,32504.08984375,32752.169921875,31887.890625,32160.740234375,32160.740234375,439290000
2022-05-11,32123.240234375,32584.01953125,31798.859375,31834.109375,31834.109375,458460000
2022-05-12,31699.0390625,31914.4609375,31228.220703125,31730.30078125,31730.30078125,544240000
2022-05-13,31963.859375,32276.05078125,31862.7890625,32196.66015625,32196.66015625,388520000
2022-05-16,32152.150390625,32514.01953125,31928.1796875,32223.419921875,32223.419921875,330030000
2022-05-17,32427.0,32689.140625,32308.150390625,32654.58984375,32654.58984375,389310000
2022-05-18,32468.669921875,32468.669921875,31393.94921875,31490.0703125,31490.0703125,465060000
2022-05-19,31262.619140625,31569.130859375,31016.41015625,31253.130859375,31253.130859375,517190000
2022-05-20,31426.939453125,31515.779296875,30635.759765625,31261.900390625,31261.900390625,495510000
2022-05-23,31395.890625,31968.419921875,31395.890625,31880.240234375,31880.240234375,402010000
2022-05-24,31717.609375,32014.859375,31365.58984375,31928.619140625,31928.619140625,382950000
2022-05-25,31816.310546875,32254.439453125,31754.330078125,32120.279296875,32120.279296875,343460000
2022-05-26,32248.169921875,32774.140625,32248.169921875,32637.189453125,32637.189453125,351220000
2022-05-27,32735.08984375,33213.62109375,32682.009765625,33212.9609375,33212.9609375,328770000
2022-05-31,33160.58984375,33240.21875,32752.33984375,32990.12109375,32990.12109375,533560000
2022-06-01,33156.30859375,33272.33984375,32584.759765625,32813.23046875,32813.23046875,338210000
2022-06-02,32809.01171875,33248.609375,32509.4296875,33248.28125,33248.28125,333210000
2022-06-03,32986.3203125,33135.609375,32839.2109375,32899.69921875,32899.69921875,298570000
2022-06-06,33032.0390625,33235.37109375,32819.5,32915.78125,32915.78125,253010000
2022-06-07,32783.03125,33207.44921875,32641.849609375,33180.140625,33180.140625,270750000
2022-06-08,33087.0703125,33156.5,32824.37109375,32910.8984375,32910.8984375,270470000
2022-06-09,32828.62109375,32956.73046875,32267.779296875,32272.7890625,32272.7890625,289710000
2022-06-10,32053.51953125,32053.51953125,31387.83984375,31392.7890625,31392.7890625,362300000
2022-06-13,31144.91015625,31144.91015625,30373.720703125,30516.740234375,30516.740234375,472290000
2022-06-14,30592.33984375,30690.80078125,30144.23046875,30364.830078125,30364.830078125,366800000
2022-06-15,30570.5,31011.970703125,30185.080078125,30668.529296875,30668.529296875,392670000
2022-06-16,30305.740234375,30305.740234375,29740.349609375,29927.0703125,29927.0703125,442910000
2022-06-17,29912.69921875,30167.51953125,29653.2890625,29888.779296875,29888.779296875,692830000
2022-06-21,30074.689453125,30653.98046875,30074.689453125,30530.25,30530.25,376900000
2022-06-22,30352.5703125,30777.919921875,30166.009765625,30483.130859375,30483.130859375,343490000
2022-06-23,30570.330078125,30715.630859375,30293.400390625,30677.359375,30677.359375,361420000
2022-06-24,30846.939453125,31517.2890625,30846.939453125,31500.6796875,31500.6796875,465480000
2022-06-27,31533.599609375,31598.58984375,31351.369140625,31438.259765625,31438.259765625,309910000
2022-06-28,31549.05078125,31885.08984375,30934.330078125,30946.990234375,30946.990234375,350780000
2022-06-29,31067.41015625,31152.9609375,30894.529296875,31029.310546875,31029.310546875,269390000
2022-06-30,30790.0,30979.849609375,30431.869140625,30775.4296875,30775.4296875,394070000
2022-07-01,30737.76953125,31139.349609375,30487.7890625,31097.259765625,31097.259765625,310440000
2022-07-05,30903.119140625,30971.740234375,30355.119140625,30967.8203125,30967.8203125,323080000
2022-07-06,30957.30078125,31224.689453125,30794.83984375,31037.6796875,31037.6796875,289800000
2022-07-07,31190.650390625,31421.83984375,31154.640625,31384.55078125,31384.55078125,296620000
2022-07-08,31348.4296875,31511.4609375,31212.44921875,31338.150390625,31338.150390625,238120000
2022-07-11,31277.98046875,31367.55078125,31114.400390625,31173.83984375,31173.83984375,245020000
2022-07-12,31113.310546875,31346.099609375,30860.509765625,30981.330078125,30981.330078125,324190000
2022-07-13,30743.630859375,30979.169921875,30514.609375,30772.7890625,30772.7890625,291830000
2022-07-14,30451.80078125,30680.119140625,30143.9296875,30630.169921875,30630.169921875,325130000
2022-07-15,30775.369140625,31288.259765625,30775.369140625,31288.259765625,31288.259765625,321570000
2022-07-18,31475.98046875,31644.6796875,30982.970703125,31072.609375,31072.609375,309960000
2022-07-19,31165.91015625,31842.25,31165.91015625,31827.05078125,31827.05078125,378720000
2022-07-20,31829.990234375,31944.44921875,31646.94921875,31874.83984375,31874.83984375,313520000
2022-07-21,31826.490234375,32040.630859375,31534.080078125,32036.900390625,32036.900390625,302320000
2022-07-22,32167.919921875,32219.25,31731.470703125,31899.2890625,31899.2890625,319880000
2022-07-25,31950.9296875,32029.029296875,31821.669921875,31990.0390625,31990.0390625,255450000
2022-07-26,31950.0390625,31950.0390625,31705.359375,31761.5390625,31761.5390625,324930000
2022-07-27,31865.05078125,32336.23046875,31799.4296875,32197.58984375,32197.58984375,365480000
2022-07-28,32197.619140625,32609.5390625,31982.609375,32529.630859375,32529.630859375,331110000
2022-07-29,32515.619140625,32910.1796875,32493.01953125,32845.12890625,32845.12890625,487360000
2022-08-01,32755.7109375,32972.03125,32640.7890625,32798.3984375,32798.3984375,321180000
2022-08-02,32691.2890625,32772.9296875,32387.119140625,32396.169921875,32396.169921875,316740000
2022-08-03,32514.2109375,32912.73828125,32514.2109375,32812.5,32812.5,342160000
2022-08-04,32805.69140625,32829.21875,32652.630859375,32726.8203125,32726.8203125,315590000
2022-08-05,32593.900390625,32814.609375,32489.619140625,32803.46875,32803.46875,273010000
2022-08-08,32877.359375,33109.9609375,32769.1015625,32832.5390625,32832.5390625,275350000
2022-08-09,32807.359375,32877.53125,32702.66015625,32774.41015625,32774.41015625,281080000
2022-08-10,33130.62890625,33364.41015625,33130.62890625,33309.51171875,33309.51171875,311740000
2022-08-11,33451.51171875,33651.80078125,33289.828125,33336.671875,33336.671875,308030000
2022-08-12,33430.71875,33767.08984375,33398.3203125,33761.05078125,33761.05078125,299140000
2022-08-15,33710.69921875,33954.7109375,33582.9609375,33912.44140625,33912.44140625,262670000
2022-08-16,33924.3515625,34281.359375,33852.5703125,34152.01171875,34152.01171875,288670000
2022-08-17,34029.55078125,34161.01171875,33828.41015625,33980.3203125,33980.3203125,281390000
2022-08-18,33981.859375,34043.828125,33844.4609375,33999.0390625,33999.0390625,282550000
2022-08-19,33904.69140625,33904.69140625,33627.08984375,33706.73828125,33706.73828125,293990000
2022-08-22,33586.58984375,33586.58984375,33007.62890625,33063.609375,33063.609375,308900000
2022-08-23,33033.51953125,33138.26171875,32858.890625,32909.58984375,32909.58984375,251870000
2022-08-24,32899.01171875,33095.5,32828.55859375,32969.23046875,32969.23046875,256900000
2022-08-25,33029.26953125,33306.08984375,32889.8515625,33291.78125,33291.78125,308530000
2022-08-26,33293.4296875,33364.69921875,32278.220703125,32283.400390625,32283.400390625,352850000
2022-08-29,32188.0,32325.16015625,31972.7890625,32098.990234375,32098.990234375,317820000
2022-08-30,32163.83984375,32205.66015625,31647.220703125,31790.869140625,31790.869140625,317150000
2022-08-31,31827.150390625,31966.0390625,31509.58984375,31510.4296875,31510.4296875,392780000
2022-09-01,31454.580078125,31677.509765625,31219.75,31656.419921875,31656.419921875,339360000
2022-09-02,31848.5,32026.900390625,31182.08984375,31318.439453125,31318.439453125,306180000
2022-09-06,31343.7890625,31463.890625,31048.4609375,31145.30078125,31145.30078125,347320000
2022-09-07,31145.630859375,31644.33984375,31095.2109375,31581.279296875,31581.279296875,345080000
2022-09-08,31481.94921875,31783.369140625,31321.5,31774.51953125,31774.51953125,344340000
2022-09-09,31876.220703125,32227.740234375,31876.220703125,32151.7109375,32151.7109375,310980000
2022-09-12,32159.490234375,32504.0390625,32159.490234375,32381.33984375,32381.33984375,339250000
2022-09-13,32006.5,32006.5,31018.5390625,31104.970703125,31104.970703125,428930000
2022-09-14,31141.01953125,31276.8203125,30885.01953125,31135.08984375,31135.08984375,348670000
2022-09-15,31124.6796875,31277.689453125,30882.080078125,30961.8203125,30961.8203125,345500000
2022-09-16,30866.609375,30866.609375,30550.080078125,30822.419921875,30822.419921875,627920000
2022-09-19,30722.859375,31026.890625,30559.369140625,31019.6796875,31019.6796875,291200000
2022-09-20,30888.529296875,30888.529296875,30465.91015625,30706.23046875,30706.23046875,317970000
2022-09-21,30819.390625,31020.7890625,30181.990234375,30183.779296875,30183.779296875,354960000
2022-09-22,30204.51953125,30302.279296875,29994.529296875,30076.6796875,30076.6796875,335270000
2022-09-23,29955.650390625,29955.650390625,29250.470703125,29590.41015625,29590.41015625,388200000
2022-09-26,29536.83984375,29630.76953125,29161.119140625,29260.810546875,29260.810546875,369450000
2022-09-27,29419.880859375,29659.119140625,28958.220703125,29134.990234375,29134.990234375,355460000
2022-09-28,29198.919921875,29811.779296875,29114.970703125,29683.740234375,29683.740234375,436040000
2022-09-29,29513.73046875,29513.73046875,28997.33984375,29225.609375,29225.609375,388820000
2022-09-30,29123.029296875,29355.779296875,28715.849609375,28725.509765625,28725.509765625,464260000
2022-10-03,28855.25,29647.7890625,28855.25,29490.890625,29490.890625,397830000
2022-10-04,29826.669921875,30325.05078125,29826.669921875,30316.3203125,30316.3203125,375640000
2022-10-05,30078.359375,30454.4609375,29886.439453125,30273.869140625,30273.869140625,290610000
2022-10-06,30206.130859375,30329.609375,29859.33984375,29926.939453125,29926.939453125,306840000
2022-10-07,29685.26953125,29685.26953125,29142.66015625,29296.7890625,29296.7890625,367950000
2022-10-10,29419.08984375,29485.8203125,29010.41015625,29202.880859375,29202.880859375,315410000
2022-10-11,29085.19921875,29608.419921875,29074.23046875,29239.189453125,29239.189453125,352920000
2022-10-12,29233.060546875,29455.119140625,29136.029296875,29210.849609375,29210.849609375,304420000
2022-10-13,28755.830078125,30168.5390625,28660.939453125,30038.720703125,30038.720703125,470260000
2022-10-14,30192.2109375,30428.8203125,29614.30078125,29634.830078125,29634.830078125,379090000
2022-10-17,30059.580078125,30311.94921875,29997.619140625,30185.8203125,30185.8203125,369820000
2022-10-18,30697.51953125,30837.900390625,30301.830078125,30523.80078125,30523.80078125,387130000
2022-10-19,30439.0390625,30662.109375,30226.900390625,30423.810546875,30423.810546875,314030000
2022-10-20,30411.919921875,30822.9609375,30265.19921875,30333.58984375,30333.58984375,333190000
2022-10-21,30291.1796875,31119.26953125,30206.279296875,31082.560546875,31082.560546875,418190000
2022-10-24,31187.3203125,31603.630859375,31161.41015625,31499.619140625,31499.619140625,345040000
2022-10-25,31463.650390625,31876.150390625,31423.529296875,31836.740234375,31836.740234375,336930000
2022-10-26,31738.439453125,32172.419921875,31738.439453125,31839.109375,31839.109375,430400000
2022-10-27,32062.140625,32388.419921875,31993.2109375,32033.279296875,32033.279296875,375720000
2022-10-28,32204.310546875,32889.80859375,32158.380859375,32861.80078125,32861.80078125,495830000
2022-10-31,32754.26953125,32883.859375,32586.9296875,32732.94921875,32732.94921875,390890000
2022-11-01,32862.7890625,32975.48046875,32485.23046875,32653.19921875,32653.19921875,323210000
2022-11-02,32576.279296875,33071.9296875,32139.76953125,32147.759765625,32147.759765625,398430000
2022-11-03,31985.05078125,32185.7109375,31727.05078125,32001.25,32001.25,354440000
2022-11-04,32265.009765625,32611.51953125,31938.919921875,32403.220703125,32403.220703125,422370000
2022-11-07,32454.099609375,32895.58984375,32424.990234375,32827.0,32827.0,336300000
2022-11-08,32934.55859375,33355.390625,32831.4609375,33160.828125,33160.828125,335340000
2022-11-09,33004.46875,33065.109375,32478.869140625,32513.939453125,32513.939453125,355200000
2022-11-10,33263.91015625,33727.73046875,33167.8203125,33715.37109375,33715.37109375,480130000
2022-11-11,33797.75,33817.9609375,33394.4296875,33747.859375,33747.859375,427790000
2022-11-14,33662.05078125,33964.30078125,33533.9609375,33536.69921875,33536.69921875,354340000
2022-11-15,33755.94140625,33987.05859375,33320.19921875,33592.921875,33592.921875,390610000
2022-11-16,33554.9296875,33682.828125,33516.98828125,33553.828125,33553.828125,301560000
2022-11-17,33329.26953125,33616.01953125,33239.75,33546.3203125,33546.3203125,319210000
2022-11-18,33606.58984375,33827.94140625,33540.640625,33745.69140625,33745.69140625,312950000
2022-11-21,33760.30078125,33864.58984375,33559.1796875,33700.28125,33700.28125,352960000
2022-11-22,33810.05078125,34115.69921875,33810.05078125,34098.1015625,34098.1015625,277070000
2022-11-23,34091.5703125,34262.0703125,34004.640625,34194.05859375,34194.05859375,236820000
2022-11-25,34213.0390625,34386.51171875,34199.5703125,34347.03125,34347.03125,131660000
2022-11-28,34275.91015625,34303.87890625,33799.3515625,33849.4609375,33849.4609375,300330000
2022-11-29,33847.80078125,33933.91015625,33662.44921875,33852.53125,33852.53125,279750000
2022-11-30,33795.4296875,34589.76953125,33583.76953125,34589.76953125,34589.76953125,524440000
2022-12-01,34533.58984375,34595.51171875,34129.3515625,34395.01171875,34395.01171875,348720000
2022-12-02,34265.44921875,34483.2109375,34039.73046875,34429.87890625,34429.87890625,290580000
2022-12-05,34335.73046875,34335.73046875,33846.80859375,33947.1015625,33947.1015625,312960000
2022-12-06,33936.87109375,34006.62890625,33418.58984375,33596.33984375,33596.33984375,306220000
2022-12-07,33556.3984375,33774.26953125,33503.671875,33597.921875,33597.921875,359980000
2022-12-08,33695.96875,33899.171875,33642.4609375,33781.48046875,33781.48046875,271830000
2022-12-09,33746.7109375,33844.62890625,33462.6484375,33476.4609375,33476.4609375,287630000
2022-12-12,33519.5,34005.0390625,33519.5,34005.0390625,34005.0390625,313440000
2022-12-13,34268.44140625,34712.28125,33890.87890625,34108.640625,34108.640625,442650000
2022-12-14,34086.0703125,34395.6484375,33704.171875,33966.3515625,33966.3515625,339090000
2022-12-15,33773.0,33773.0,33016.16015625,33202.21875,33202.21875,394290000
2022-12-16,33166.4609375,33166.4609375,32654.58984375,32920.4609375,32920.4609375,756310000
2022-12-19,32921.44921875,33038.94140625,32581.970703125,32757.5390625,32757.5390625,326430000
2022-12-20,32735.240234375,32992.23046875,32649.44921875,32849.73828125,32849.73828125,303970000
2022-12-21,33028.08984375,33437.83984375,33028.08984375,33376.48046875,33376.48046875,328020000
2022-12-22,33233.3515625,33233.3515625,32573.4296875,33027.48828125,33027.48828125,340640000
2022-12-23,32961.05859375,33226.140625,32814.01953125,33203.9296875,33203.9296875,221050000
2022-12-27,33224.23046875,33387.71875,33069.578125,33241.55859375,33241.55859375,246010000
2022-12-28,33264.76171875,33379.55078125,32869.1484375,32875.7109375,32875.7109375,252260000
2022-12-29,33021.4296875,33293.421875,33020.3515625,33220.80078125,33220.80078125,243060000
2022-12-30,33121.609375,33152.55078125,32847.8203125,33147.25,33147.25,295500000
2023-01-03,33148.8984375,33387.51953125,32850.5703125,33136.37109375,33136.37109375,355930000
2023-01-04,33165.140625,33409.1015625,33033.48046875,33269.76953125,33269.76953125,379400000
2023-01-05,33191.71875,33191.71875,32812.328125,32930.078125,32930.078125,337920000
2023-01-06,33055.30078125,33710.66015625,32997.390625,33630.609375,33630.609375,360740000
2023-01-09,33664.390625,33935.109375,33487.66015625,33517.6484375,33517.6484375,327840000
2023-01-10,33516.4296875,33726.5390625,33421.80078125,33704.1015625,33704.1015625,268260000
2023-01-11,33754.03125,33974.69140625,33711.0390625,33973.01171875,33973.01171875,301650000
2023-01-12,34047.859375,34292.671875,33792.1015625,34189.96875,34189.96875,308190000
2023-01-13,34075.30859375,34342.3203125,33915.48828125,34302.609375,34302.609375,274110000
2023-01-17,34222.3203125,34269.96875,33860.671875,33910.8515625,33910.8515625,353050000
2023-01-18,33948.48828125,34016.53125,33269.8984375,33296.9609375,33296.9609375,351670000
2023-01-19,33171.3515625,33227.48828125,32982.05078125,33044.55859375,33044.55859375,319770000
2023-01-20,33073.4609375,33381.94921875,32948.9296875,33375.48828125,33375.48828125,367330000
2023-01-23,33439.55859375,33782.87890625,33316.25,33629.55859375,33629.55859375,355220000
2023-01-24,33444.71875,33782.921875,33310.55859375,33733.9609375,33733.9609375,299310000
2023-01-25,33538.359375,33773.08984375,33273.2109375,33743.83984375,33743.83984375,341720000
2023-01-26,33771.66015625,33953.7890625,33635.6015625,33949.41015625,33949.41015625,327000000
2023-01-27,33952.9296875,34164.328125,33830.8515625,33978.078125,33978.078125,441260000
2023-01-30,33909.2109375,34055.2890625,33695.1796875,33717.08984375,33717.08984375,343920000
2023-01-31,33803.55859375,34095.23046875,33664.91015625,34086.0390625,34086.0390625,360240000
2023-02-01,34039.6015625,34334.69921875,33581.421875,34092.9609375,34092.9609375,370120000
2023-02-02,34129.30078125,34145.140625,33814.78125,34053.94140625,34053.94140625,429910000
2023-02-03,33926.30078125,34179.578125,33813.859375,33926.01171875,33926.01171875,425150000
2023-02-06,33874.44140625,33962.83984375,33683.578125,33891.01953125,33891.01953125,296400000
2023-02-07,33769.78125,34240.0,33634.1015625,34156.69140625,34156.69140625,361620000
2023-02-08,34132.8984375,34161.6484375,33899.7890625,33949.01171875,33949.01171875,324090000
2023-02-09,34105.609375,34252.5703125,33607.12890625,33699.87890625,33699.87890625,347520000
2023-02-10,33671.5390625,33897.30859375,33591.98828125,33869.26953125,33869.26953125,288150000
2023-02-13,33887.390625,34249.6015625,33887.390625,34245.9296875,34245.9296875,302600000
2023-02-14,34194.08984375,34331.46875,33827.44921875,34089.26953125,34089.26953125,288820000
2023-02-15,34008.62890625,34130.48828125,33833.1015625,34128.05078125,34128.05078125,267530000
2023-02-16,33992.08984375,34041.16015625,33686.58984375,33696.8515625,33696.8515625,317530000
2023-02-17,33677.01171875,33846.640625,33517.73046875,33826.69140625,33826.69140625,302900000
2023-02-21,33699.69140625,33699.69140625,33115.73828125,33129.58984375,33129.58984375,348320000
2023-02-22,33169.328125,33245.96875,32948.26953125,33045.08984375,33045.08984375,321910000
2023-02-23,33175.390625,33272.3984375,32795.671875,33153.91015625,33153.91015625,288120000
2023-02-24,32999.19140625,32999.19140625,32643.48046875,32816.921875,32816.921875,277120000
2023-02-27,32906.16015625,33189.28125,32814.1796875,32889.08984375,32889.08984375,243660000
2023-02-28,32873.46875,32873.46875,32636.4296875,32656.69921875,32656.69921875,303760000
2023-03-01,32656.369140625,32746.150390625,32500.7109375,32661.83984375,32661.83984375,292810000
2023-03-02,32780.96875,33083.44921875,32665.849609375,33003.5703125,33003.5703125,317450000
2023-03-03,33076.328125,33405.8203125,33008.41015625,33390.96875,33390.96875,300050000
2023-03-06,33425.3203125,33572.21875,33383.46875,33431.44140625,33431.44140625,329190000
2023-03-07,33428.30859375,33453.25,32838.2109375,32856.4609375,32856.4609375,299400000
2023-03-08,32872.078125,32903.44140625,32612.69921875,32798.3984375,32798.3984375,242750000
2023-03-09,32876.828125,32990.4609375,32190.599609375,32254.859375,32254.859375,315860000
2023-03-10,32185.140625,32422.099609375,31783.41015625,31909.640625,31909.640625,397790000
2023-03-13,31819.9296875,32240.349609375,31624.869140625,31819.140625,31819.140625,429090000
2023-03-14,32055.2890625,32306.58984375,31805.400390625,32155.400390625,32155.400390625,391760000
2023-03-15,31759.869140625,31906.470703125,31429.8203125,31874.5703125,31874.5703125,420910000
2023-03-16,31827.650390625,32281.609375,31571.4609375,32246.55078125,32246.55078125,440940000
2023-03-17,32217.3203125,32217.3203125,31728.69921875,31861.98046875,31861.98046875,712100000
2023-03-20,31872.330078125,32280.0703125,31872.330078125,32244.580078125,32244.580078125,357210000
2023-03-21,32420.7109375,32593.6796875,32346.119140625,32560.599609375,32560.599609375,363190000
2023-03-22,32570.189453125,32761.890625,32020.4609375,32030.109375,32030.109375,325990000
2023-03-23,32101.490234375,32511.490234375,31864.740234375,32105.25,32105.25,335430000
2023-03-24,32038.220703125,32257.240234375,31805.1796875,32237.529296875,32237.529296875,317070000
2023-03-27,32276.720703125,32564.0,32276.720703125,32432.080078125,32432.080078125,291560000
2023-03-28,32434.849609375,32551.009765625,32295.5,32394.25,32394.25,248560000
2023-03-29,32566.5390625,32728.0390625,32539.939453125,32717.599609375,32717.599609375,314110000
2023-03-30,32807.4296875,32905.80078125,32682.869140625,32859.03125,32859.03125,283380000
